isogroup57354_g1	Insulin receptor substrate 1 OS=Homo sapiens GN=IRS1 PE=1 SV=1 E(blastx)=2e-10
isogroup54982_g1	E3 ubiquitin-protein ligase TRIM71 OS=Danio rerio GN=trim71 PE=2 SV=1 E(blastx)=7e-30
isogroup62921_g1	MAM and fibronectin type III domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1 E(blastx)=5e-21
isogroup51102_g1	Alkaline nuclease OS=Autographa californica nuclear polyhedrosis virus GN=133 PE=1 SV=1 E(blastx)=3e-05
isogroup62721_g4	Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1 E(blastx)=6e-35
isogroup55812_g1	Protein LSM12 homolog A OS=Danio rerio GN=lsm12a PE=2 SV=1 E(blastx)=1e-28
isogroup22181_g1	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4 E(blastx)=1e-46
isogroup49045_g1	Slit homolog 1 protein OS=Caenorhabditis elegans GN=slt-1 PE=3 SV=1 E(blastx)=1e-16
isogroup58489_g3	Taste receptor type 1 member 2 OS=Canis lupus familiaris GN=TAS1R2 PE=2 SV=1 E(blastx)=2e-16
isogroup51400_g1	Hydroxysteroid dehydrogenase-like protein 2 OS=Danio rerio GN=hsdl2 PE=2 SV=1 E(blastx)=3e-95
isogroup34327_g1	Probable G-protein coupled receptor 21 OS=Mus musculus GN=Gpr21 PE=2 SV=1 E(blastx)=3e-08
isogroup186057_g1	Sterile alpha motif domain-containing protein 9 OS=Homo sapiens GN=SAMD9 PE=1 SV=1 E(blastx)=6e-10
isogroup56830_g1	Bifunctional endoribonuclease and deubiquitinase ZC3H12A OS=Rattus norvegicus GN=Zc3h12a PE=2 SV=1 E(blastx)=2e-83
isogroup46478_g1	Homeobox protein Wariai OS=Dictyostelium discoideum GN=warA PE=2 SV=1 E(blastx)=6e-09
isogroup117265_g1	Acetylcholinesterase OS=Anopheles gambiae GN=Ace PE=3 SV=3 E(blastx)=6e-14
isogroup61795_g2	Putative histone-lysine N-methyltransferase PRDM6 OS=Mus musculus GN=Prdm6 PE=1 SV=1 E(blastx)=1e-36
isogroup50425_g1	Coiled-coil domain-containing protein 169 OS=Xenopus laevis GN=ccdc169 PE=2 SV=2 E(blastx)=2e-31
isogroup40629_g1	Collagen alpha-1(III) chain OS=Mus musculus GN=Col3a1 PE=1 SV=4 E(blastx)=3e-45
isogroup54528_g1	Sperm-tail PG-rich repeat-containing protein 2 OS=Danio rerio GN=stpg2 PE=2 SV=1 E(blastx)=3e-112
isogroup57259_g2	Glycerophosphodiester phosphodiesterase 1 OS=Bos taurus GN=GDE1 PE=2 SV=1 E(blastx)=3e-67
isogroup61099_g5	Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=3 SV=1 E(blastx)=2e-34
isogroup53873_g1	Eukaryotic translation initiation factor 3 subunit M OS=Nematostella vectensis GN=v1g192238 PE=3 SV=1 E(blastx)=3e-148
isogroup140448_g1	Protein YIF1A OS=Danio rerio GN=yif1a PE=2 SV=1 E(blastx)=1e-15
isogroup60450_g3	Beta-amyrin 28-oxidase OS=Panax ginseng PE=2 SV=1 E(blastx)=3e-26
isogroup78653_g1	Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3 E(blastx)=3e-35
isogroup38789_g1	Protein ABHD14B OS=Mus musculus GN=Abhd14b PE=1 SV=1 E(blastx)=1e-48
isogroup46048_g1	DNA replication complex GINS protein SLD5 OS=Mus musculus GN=Gins4 PE=1 SV=1 E(blastx)=1e-70
isogroup96228_g1	Aminopeptidase Ey OS=Gallus gallus GN=ANPEP PE=1 SV=1 E(blastx)=4e-15
isogroup28707_g1	Protein DBF4 homolog B OS=Homo sapiens GN=DBF4B PE=1 SV=1 E(blastx)=3e-26
isogroup56790_g2	Protein FAM184A OS=Homo sapiens GN=FAM184A PE=2 SV=3 E(blastx)=5e-05
isogroup62174_g4	NFX1-type zinc finger-containing protein 1 OS=Homo sapiens GN=ZNFX1 PE=2 SV=2 E(blastx)=3e-71
isogroup26844_g2	Protein Mis18-alpha OS=Pan troglodytes GN=MIS18A PE=3 SV=1 E(blastx)=1e-16
isogroup58464_g1	Carbonic anhydrase OS=Danio rerio GN=cahz PE=1 SV=2 E(blastx)=2e-61
isogroup13767_g1	DNA repair protein RAD51 homolog B OS=Xenopus laevis GN=rad51-b PE=2 SV=1 E(blastx)=1e-135
isogroup56646_g1	Secreted frizzled-related protein 3 OS=Mus musculus GN=Frzb PE=1 SV=1 E(blastx)=3e-21
isogroup61588_g1	Protein kinase DC2 OS=Drosophila melanogaster GN=Pka-C3 PE=2 SV=2 E(blastx)=1e-155
isogroup4930_g2	Sensory neuron membrane protein 2 OS=Anopheles gambiae GN=SCRB16 PE=3 SV=5 E(blastx)=7e-06
isogroup58718_g1	Protein BANP OS=Xenopus tropicalis GN=banp PE=2 SV=1 E(blastx)=1e-12
isogroup38180_g1	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1 E(blastx)=3e-06
isogroup116517_g1	Prosaposin OS=Gallus gallus GN=PSAP PE=1 SV=1 E(blastx)=6e-23
isogroup55063_g1	Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2 E(blastx)=2e-44
isogroup62019_g7	Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1 E(blastx)=3e-178
isogroup56659_g1	Collagen alpha-2(VI) chain OS=Gallus gallus GN=COL6A2 PE=2 SV=1 E(blastx)=4e-09
isogroup57288_g1	Cytochrome c oxidase subunit NDUFA4 OS=Mus musculus GN=Ndufa4 PE=1 SV=2 E(blastx)=3e-15
isogroup11823_g1	NACHT domain- and WD repeat-containing protein 1 OS=Mus musculus GN=Nwd1 PE=2 SV=2 E(blastx)=3e-13
isogroup61105_g2	Protein dachsous OS=Drosophila melanogaster GN=ds PE=1 SV=3 E(blastx)=1e-72
isogroup59634_g1	Exocyst complex component 1 OS=Drosophila melanogaster GN=Sec3 PE=1 SV=2 E(blastx)=2e-180
isogroup52633_g1	Alpha-1A adrenergic receptor OS=Oryzias latipes GN=adra1a PE=3 SV=1 E(blastx)=3e-18
isogroup55967_g1	Nuclear pore complex protein Nup93 OS=Danio rerio GN=dye PE=2 SV=1 E(blastx)=4e-166
isogroup172841_g1	Creatine kinase M-type OS=Gallus gallus GN=CKM PE=2 SV=1 E(blastx)=1e-28
isogroup55526_g1	Protein lin-41 OS=Caenorhabditis elegans GN=lin-41 PE=1 SV=1 E(blastx)=9e-19
isogroup20853_g1	PR domain zinc finger protein 14 OS=Homo sapiens GN=PRDM14 PE=1 SV=1 E(blastx)=7e-49
isogroup62256_g2	Protein ABHD14A OS=Mus musculus GN=Abhd14a PE=1 SV=2 E(blastx)=3e-49
isogroup61896_g1	Adhesion G-protein coupled receptor D1 OS=Bos taurus GN=ADGRD1 PE=2 SV=1 E(blastx)=2e-72
isogroup59976_g2	D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) GN=mshA PE=3 SV=1 E(blastx)=4e-09
isogroup17936_g1	Putative ZDHHC-type palmitoyltransferase 4 OS=Dictyostelium discoideum GN=DDB_G0274251 PE=3 SV=1 E(blastx)=4e-13
isogroup161923_g1	Fimbrin OS=Dictyostelium discoideum GN=fimA PE=2 SV=2 E(blastx)=1e-55
isogroup62055_g2	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3 E(blastx)=4e-23
isogroup39761_g1	Forkhead box protein L1 OS=Mus musculus GN=Foxl1 PE=2 SV=2 E(blastx)=2e-41
isogroup48030_g1	MAM and fibronectin type III domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1 E(blastx)=9e-26
isogroup172236_g1	Amiloride-sensitive sodium channel subunit gamma OS=Oryctolagus cuniculus GN=SCNN1G PE=2 SV=2 E(blastx)=6e-15
isogroup58433_g4	WD repeat-containing protein 91 OS=Danio rerio GN=wdr91 PE=1 SV=2 E(blastx)=2e-112
isogroup52042_g1	Probable methyltransferase TARBP1 OS=Homo sapiens GN=TARBP1 PE=1 SV=1 E(blastx)=8e-52
isogroup61895_g1	Inositol-3-phosphate synthase 1-A OS=Xenopus laevis GN=isyna1-a PE=2 SV=1 E(blastx)=2e-155
isogroup56433_g1	Membrane-associated phosphatidylinositol transfer protein 2 OS=Mus musculus GN=Pitpnm2 PE=1 SV=2 E(blastx)=4e-91
isogroup45850_g1	LisH domain-containing protein FOPNL OS=Gallus gallus GN=FOPNL PE=2 SV=1 E(blastx)=6e-39
isogroup53917_g1	WD repeat-containing protein 11 OS=Homo sapiens GN=WDR11 PE=1 SV=1 E(blastx)=2e-159
isogroup42717_g1	Zinc finger protein 596 OS=Homo sapiens GN=ZNF596 PE=2 SV=2 E(blastx)=9e-17
isogroup51890_g1	MutS protein homolog 5 OS=Mus musculus GN=Msh5 PE=2 SV=1 E(blastx)=4e-131
isogroup26743_g1	DNA damage-binding protein 1 OS=Pongo abelii GN=DDB1 PE=2 SV=1 E(blastx)=3e-120
isogroup167258_g1	Transposon Tf2-8 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-8 PE=3 SV=1 E(blastx)=6e-08
isogroup54786_g1	Inositol-tetrakisphosphate 1-kinase OS=Gallus gallus GN=ITPK1 PE=2 SV=1 E(blastx)=1e-68
isogroup55500_g1	Fanconi anemia group M protein OS=Homo sapiens GN=FANCM PE=1 SV=2 E(blastx)=1e-38
isogroup12641_g1	Adenosine receptor A2a OS=Canis lupus familiaris GN=ADORA2A PE=2 SV=1 E(blastx)=2e-07
isogroup59496_g3	G patch domain-containing protein 4 OS=Xenopus laevis GN=gpatch4 PE=2 SV=1 E(blastx)=2e-27
isogroup54539_g1	Transcription elongation factor A protein 2 OS=Bos taurus GN=TCEA2 PE=2 SV=1 E(blastx)=5e-91
isogroup137510_g1	Isobutyryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acad8 PE=1 SV=2 E(blastx)=6e-65
isogroup60962_g3	Helicase with zinc finger domain 2 OS=Homo sapiens GN=HELZ2 PE=1 SV=6 E(blastx)=1e-35
isogroup56041_g1	Sialate O-acetylesterase OS=Mus musculus GN=Siae PE=1 SV=3 E(blastx)=4e-122
isogroup39815_g1	Pro-Pol polyprotein OS=Simian foamy virus type 1 GN=pol PE=1 SV=3 E(blastx)=3e-06
isogroup61744_g6	CD209 antigen OS=Symphalangus syndactylus GN=CD209 PE=3 SV=1 E(blastx)=8e-14
isogroup27259_g1	EF-hand calcium-binding domain-containing protein 2 OS=Mus musculus GN=Efcab2 PE=1 SV=1 E(blastx)=4e-72
isogroup12765_g1	Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster GN=pol PE=3 SV=1 E(blastx)=9e-11
isogroup57377_g1	Fumarate hydratase, mitochondrial OS=Mus musculus GN=Fh PE=1 SV=3 E(blastx)=2e-72
isogroup42546_g2	Sugar transporter SWEET1 OS=Rattus norvegicus GN=Slc50a1 PE=1 SV=1 E(blastx)=2e-32
isogroup54804_g1	Phosphatase and actin regulator 1 OS=Gallus gallus GN=PHACTR1 PE=2 SV=1 E(blastx)=2e-58
isogroup38848_g2	Proteasome-associated protein ECM29 homolog OS=Mus musculus GN=Ecm29 PE=1 SV=3 E(blastx)=1e-21
isogroup58291_g15	Ankyrin repeat domain-containing protein 50 OS=Homo sapiens GN=ANKRD50 PE=1 SV=4 E(blastx)=1e-51
isogroup53549_g1	Fibrillin-3 OS=Homo sapiens GN=FBN3 PE=2 SV=3 E(blastx)=1e-60
isogroup61924_g2	Syntaxin-binding protein 5 OS=Rattus norvegicus GN=Stxbp5 PE=1 SV=1 E(blastx)=4e-161
isogroup48296_g1	Aromatic-amino-acid aminotransferase 1 OS=Thermococcus litoralis (strain ATCC 51850 / DSM 5473 / JCM 8560 / NS-C) GN=OCC_04335 PE=1 SV=1 E(blastx)=1e-27
isogroup63088_g1	Pre-mRNA-splicing ATP-dependent RNA helicase prp28 OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) GN=prp28 PE=3 SV=2 E(blastx)=2e-165
isogroup61735_g2	Phosphatidylserine decarboxylase proenzyme 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=psd3 PE=3 SV=2 E(blastx)=7e-27
isogroup61209_g3	U3 small nucleolar ribonucleoprotein protein IMP4 OS=Pongo abelii GN=IMP4 PE=2 SV=2 E(blastx)=2e-130
isogroup47494_g1	Contactin-associated protein 1 OS=Homo sapiens GN=CNTNAP1 PE=1 SV=1 E(blastx)=2e-33
isogroup61908_g5	G patch domain and ankyrin repeat-containing protein 1 OS=Mus musculus GN=Gpank1 PE=2 SV=2 E(blastx)=7e-47
isogroup190025_g1	Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3 E(blastx)=3e-84
isogroup54425_g1	Arylsulfatase I OS=Rattus norvegicus GN=Arsi PE=2 SV=1 E(blastx)=3e-07
isogroup46186_g1	60S ribosomal protein L19 OS=Drosophila melanogaster GN=RpL19 PE=1 SV=2 E(blastx)=9e-69
isogroup152013_g1	Octopamine receptor 1 OS=Lymnaea stagnalis PE=1 SV=1 E(blastx)=4e-10
isogroup37909_g1	Transcription factor MafK OS=Gallus gallus GN=MAFK PE=2 SV=1 E(blastx)=1e-27
isogroup20389_g1	PiggyBac transposable element-derived protein 4 OS=Homo sapiens GN=PGBD4 PE=2 SV=3 E(blastx)=5e-37
isogroup57609_g3	28S ribosomal protein S23, mitochondrial OS=Mus musculus GN=Mrps23 PE=1 SV=1 E(blastx)=2e-12
isogroup50307_g1	Putative malate dehydrogenase 1B OS=Branchiostoma floridae GN=MDH1B PE=3 SV=1 E(blastx)=6e-135
isogroup47365_g1	Transmembrane protein 177 OS=Danio rerio GN=tmem177 PE=2 SV=1 E(blastx)=1e-19
isogroup58632_g2	Peroxisomal membrane protein PMP34 OS=Homo sapiens GN=SLC25A17 PE=1 SV=1 E(blastx)=6e-55
isogroup45301_g1	Oxygen-dependent choline dehydrogenase OS=Pseudomonas putida (strain KT2440) GN=betA PE=3 SV=1 E(blastx)=4e-18
isogroup30115_g1	Latrophilin Cirl OS=Drosophila grimshawi GN=Cirl PE=3 SV=1 E(blastx)=6e-06
isogroup59257_g1	Endosomal/lysomomal potassium channel TMEM175 OS=Gallus gallus GN=TMEM175 PE=2 SV=2 E(blastx)=3e-49
isogroup26418_g1	Hypoxia-inducible factor 1-alpha inhibitor OS=Homo sapiens GN=HIF1AN PE=1 SV=2 E(blastx)=5e-22
isogroup59680_g1	Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1 E(blastx)=9e-05
isogroup56445_g1	Frizzled-4 OS=Gallus gallus GN=FZD4 PE=2 SV=1 E(blastx)=6e-170
isogroup62431_g2	Phospholipase B1, membrane-associated OS=Homo sapiens GN=PLB1 PE=1 SV=3 E(blastx)=5e-66
isogroup26358_g1	Snaclec bothrojaracin subunit beta OS=Bothrops jararaca PE=1 SV=1 E(blastx)=2e-10
isogroup58225_g1	Nuclear pore complex protein Nup160 OS=Mus musculus GN=Nup160 PE=1 SV=2 E(blastx)=2e-148
isogroup59117_g1	Neuropilin-1 OS=Mus musculus GN=Nrp1 PE=1 SV=2 E(blastx)=2e-26
isogroup59895_g2	Neurexin-3 OS=Homo sapiens GN=NRXN3 PE=1 SV=4 E(blastx)=2e-19
isogroup62628_g11	Serine/threonine-protein kinase pdik1l-A OS=Xenopus laevis GN=pdik1-a PE=2 SV=1 E(blastx)=9e-31
isogroup48776_g2	Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2 E(blastx)=2e-29
isogroup47722_g1	ER membrane protein complex subunit 6 OS=Mus musculus GN=Emc6 PE=1 SV=1 E(blastx)=2e-25
isogroup61520_g1	D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) GN=mshA PE=3 SV=1 E(blastx)=3e-16
isogroup182337_g1	Cathepsin S OS=Canis lupus familiaris GN=CTSS PE=2 SV=1 E(blastx)=4e-14
isogroup499_g1	La protein homolog OS=Aedes albopictus PE=1 SV=1 E(blastx)=2e-14
isogroup43178_g1	Multiple epidermal growth factor-like domains protein 6 OS=Rattus norvegicus GN=Megf6 PE=1 SV=1 E(blastx)=5e-06
isogroup61683_g1	A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Mus musculus GN=Adamts2 PE=1 SV=2 E(blastx)=8e-98
isogroup57533_g2	Kelch-like ECH-associated protein 1 OS=Mus musculus GN=Keap1 PE=1 SV=1 E(blastx)=4e-158
isogroup184962_g1	Cell division cycle protein 20 homolog OS=Homo sapiens GN=CDC20 PE=1 SV=2 E(blastx)=5e-62
isogroup58633_g2	LINE-1 reverse transcriptase homolog OS=Nycticebus coucang PE=3 SV=1 E(blastx)=3e-67
isogroup60995_g1	PHD finger protein 20-like protein 1 OS=Bos taurus GN=PHF20L1 PE=2 SV=1 E(blastx)=1e-30
isogroup62060_g1	Protein Jumonji OS=Danio rerio GN=jarid2b PE=3 SV=2 E(blastx)=7e-62
isogroup52073_g1	von Willebrand factor D and EGF domain-containing protein OS=Mus musculus GN=Vwde PE=2 SV=2 E(blastx)=2e-12
isogroup91779_g1	Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-9 PE=3 SV=1 E(blastx)=7e-17
isogroup52336_g1	Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase OS=Mus musculus GN=St6galnac4 PE=1 SV=1 E(blastx)=8e-26
isogroup117299_g1	Potassium voltage-gated channel protein Shal OS=Drosophila melanogaster GN=Shal PE=1 SV=2 E(blastx)=2e-14
isogroup48151_g1	Derlin-1 OS=Pongo abelii GN=DERL1 PE=2 SV=1 E(blastx)=2e-97
isogroup4243_g1	Cholesterol 24-hydroxylase OS=Homo sapiens GN=CYP46A1 PE=1 SV=1 E(blastx)=1e-28
isogroup48502_g1	5-hydroxytryptamine receptor 6 OS=Mus musculus GN=Htr6 PE=1 SV=1 E(blastx)=5e-12
isogroup61980_g4	Neurocalcin homolog OS=Drosophila melanogaster GN=Nca PE=1 SV=2 E(blastx)=7e-114
isogroup68431_g1	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1 E(blastx)=7e-14
isogroup60456_g2	Zinc finger MIZ domain-containing protein 1 OS=Homo sapiens GN=ZMIZ1 PE=1 SV=3 E(blastx)=3e-153
isogroup45746_g1	E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens GN=HECTD3 PE=1 SV=1 E(blastx)=6e-53
isogroup24428_g1	Ribose-phosphate pyrophosphokinase 2 OS=Xenopus laevis GN=prps2 PE=2 SV=1 E(blastx)=6e-10
isogroup51945_g1	Kielin/chordin-like protein OS=Homo sapiens GN=KCP PE=2 SV=2 E(blastx)=1e-76
isogroup53657_g1	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1 E(blastx)=7e-10
isogroup62419_g2	Glycine N-methyltransferase OS=Homo sapiens GN=GNMT PE=1 SV=3 E(blastx)=4e-105
isogroup59742_g1	Zinc finger CCHC domain-containing protein 8 OS=Mus musculus GN=Zcchc8 PE=1 SV=3 E(blastx)=1e-41
isogroup24202_g1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Gallus gallus GN=PCMT1 PE=2 SV=3 E(blastx)=2e-23
isogroup61711_g1	Probable U3 small nucleolar RNA-associated protein 13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=utp13 PE=3 SV=3 E(blastx)=3e-152
isogroup136871_g1	Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2 E(blastx)=4e-21
isogroup61422_g2	E3 ubiquitin-protein ligase UBR3 OS=Mus musculus GN=Ubr3 PE=1 SV=3 E(blastx)=2e-75
isogroup58984_g1	Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1 E(blastx)=9e-55
isogroup43436_g1	Kunitz-type serine protease inhibitor bitisilin-3 (Fragment) OS=Bitis gabonica PE=2 SV=1 E(blastx)=1e-29
isogroup94616_g1	BTB/POZ domain-containing protein 6 OS=Homo sapiens GN=BTBD6 PE=1 SV=3 E(blastx)=2e-08
isogroup62347_g5	Protein fem-1 homolog CG6966 OS=Drosophila melanogaster GN=CG6966 PE=2 SV=2 E(blastx)=1e-31
isogroup59167_g2	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1 E(blastx)=3e-25
isogroup35405_g1	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1 E(blastx)=7e-06
isogroup37525_g1	Adenosine receptor A2a OS=Canis lupus familiaris GN=ADORA2A PE=2 SV=1 E(blastx)=1e-18
isogroup12295_g1	Neuropeptide Y receptor OS=Drosophila melanogaster GN=RYa-R PE=2 SV=2 E(blastx)=3e-16
isogroup62996_g1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1 E(blastx)=2e-49
isogroup57271_g1	Transmembrane protein 209 OS=Homo sapiens GN=TMEM209 PE=1 SV=2 E(blastx)=4e-88
isogroup60552_g1	Actin-binding protein anillin OS=Drosophila melanogaster GN=scra PE=1 SV=3 E(blastx)=2e-63
isogroup117068_g1	DNA topoisomerase 3-beta-1 OS=Mus musculus GN=Top3b PE=1 SV=1 E(blastx)=4e-90
isogroup61551_g4	Eukaryotic translation initiation factor 3 subunit G OS=Nematostella vectensis GN=v1g171563 PE=3 SV=1 E(blastx)=3e-135
isogroup151773_g1	Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1 E(blastx)=3e-14
isogroup52881_g5	Protein TANC1 OS=Rattus norvegicus GN=Tanc1 PE=1 SV=1 E(blastx)=6e-07
isogroup60530_g5	Extended synaptotagmin-3 OS=Xenopus tropicalis GN=esyt3 PE=2 SV=1 E(blastx)=9e-101
isogroup58583_g2	E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus GN=Dzip3 PE=1 SV=2 E(blastx)=1e-08
isogroup329_g1	Myeloid leukemia factor 1 OS=Pongo abelii GN=MLF1 PE=2 SV=1 E(blastx)=2e-30
isogroup58438_g4	NADPH-dependent aldehyde reductase ARI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARI1 PE=1 SV=1 E(blastx)=3e-25
isogroup54981_g2	Serine/threonine-protein kinase 36 OS=Homo sapiens GN=STK36 PE=1 SV=2 E(blastx)=4e-138
isogroup39018_g1	AMMECR1-like protein OS=Pongo abelii GN=AMMECR1L PE=2 SV=1 E(blastx)=6e-87
isogroup53323_g1	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Bos taurus GN=HACD3 PE=2 SV=1 E(blastx)=9e-18
isogroup181547_g1	Tenascin-R OS=Homo sapiens GN=TNR PE=1 SV=3 E(blastx)=5e-20
isogroup31439_g1	Fibrillin-1 OS=Bos taurus GN=FBN1 PE=1 SV=2 E(blastx)=2e-36
isogroup61856_g1	Proto-oncogene tyrosine-protein kinase receptor Ret OS=Homo sapiens GN=RET PE=1 SV=3 E(blastx)=3e-58
isogroup6983_g1	Major facilitator superfamily domain-containing protein 6-B OS=Danio rerio GN=mfsd6b PE=3 SV=1 E(blastx)=1e-24
isogroup49641_g1	Sacsin OS=Homo sapiens GN=SACS PE=1 SV=2 E(blastx)=1e-127
isogroup60015_g1	CAP-Gly domain-containing linker protein 1 OS=Homo sapiens GN=CLIP1 PE=1 SV=2 E(blastx)=2e-56
isogroup49406_g1	Plasminogen receptor (KT) OS=Rattus norvegicus GN=Plgrkt PE=1 SV=1 E(blastx)=7e-40
isogroup53997_g1	BRCA1-A complex subunit Abraxas OS=Homo sapiens GN=FAM175A PE=1 SV=2 E(blastx)=3e-32
isogroup89857_g1	Group XV phospholipase A2 OS=Homo sapiens GN=PLA2G15 PE=1 SV=2 E(blastx)=1e-13
isogroup56007_g1	Meckelin OS=Mus musculus GN=Tmem67 PE=1 SV=2 E(blastx)=3e-17
isogroup51494_g1	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase OS=Bos taurus GN=DPAGT1 PE=2 SV=1 E(blastx)=9e-12
isogroup61689_g1	AT-hook-containing transcription factor OS=Homo sapiens GN=AKNA PE=1 SV=2 E(blastx)=7e-13
isogroup40741_g1	39S ribosomal protein L15, mitochondrial OS=Mus musculus GN=Mrpl15 PE=1 SV=1 E(blastx)=2e-46
isogroup519_g1	Origin recognition complex subunit 5 OS=Mus musculus GN=Orc5 PE=2 SV=1 E(blastx)=8e-73
isogroup59397_g1	Polycystic kidney disease protein 1-like 2 OS=Mus musculus GN=Pkd1l2 PE=2 SV=1 E(blastx)=2e-67
isogroup60283_g1	Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1 E(blastx)=6e-68
isogroup56180_g1	Enoyl-CoA delta isomerase 2, mitochondrial OS=Rattus norvegicus GN=Eci2 PE=1 SV=1 E(blastx)=6e-39
isogroup44199_g1	TNF receptor-associated factor 6-A OS=Xenopus laevis GN=traf6-a PE=1 SV=1 E(blastx)=3e-13
isogroup48423_g1	Protein lin-41 OS=Caenorhabditis elegans GN=lin-41 PE=1 SV=1 E(blastx)=1e-32
isogroup125148_g1	Major facilitator superfamily domain-containing protein 6 OS=Homo sapiens GN=MFSD6 PE=1 SV=2 E(blastx)=1e-41
isogroup49378_g1	Transmembrane prolyl 4-hydroxylase OS=Mus musculus GN=P4htm PE=1 SV=1 E(blastx)=6e-50
isogroup51221_g1	Redox-regulatory protein FAM213A OS=Bos taurus GN=FAM213A PE=2 SV=1 E(blastx)=4e-63
isogroup58699_g1	Coiled-coil domain-containing protein 149 OS=Bos taurus GN=CCDC149 PE=2 SV=1 E(blastx)=7e-47
isogroup58200_g1	Ribonuclease ZC3H12A OS=Bos taurus GN=ZC3H12A PE=2 SV=1 E(blastx)=1e-83
isogroup61211_g1	Dystrobrevin beta OS=Mus musculus GN=Dtnb PE=1 SV=3 E(blastx)=2e-167
isogroup52978_g1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Rattus norvegicus GN=Ndufa9 PE=1 SV=2 E(blastx)=6e-108
isogroup62372_g1	Protein transport protein Sec16B OS=Bos taurus GN=SEC16B PE=2 SV=1 E(blastx)=9e-45
isogroup61592_g5	BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2 E(blastx)=2e-24
isogroup56312_g1	Calpain-type cysteine protease DEK1 OS=Arabidopsis thaliana GN=DEK1 PE=1 SV=1 E(blastx)=1e-59
isogroup58680_g5	Intraflagellar transport protein 27 homolog OS=Bos taurus GN=IFT27 PE=2 SV=1 E(blastx)=2e-69
isogroup58911_g1	Fibrillin-1 OS=Sus scrofa GN=FBN1 PE=2 SV=1 E(blastx)=5e-29
isogroup48292_g1	Fibrocystin-L OS=Mus musculus GN=Pkhd1l1 PE=1 SV=1 E(blastx)=3e-176
isogroup60022_g2	Epidermal growth factor receptor kinase substrate 8 OS=Rattus norvegicus GN=Eps8 PE=1 SV=2 E(blastx)=3e-64
